"","X.1","rk","i","j","X207ゾーンi","X207ゾーンj","X47ゾーンi","X47ゾーンj","X207ゾーン名i","X207ゾーン名j","最寄りi","最寄りj","X","x_ij.k","ODij","所要時間","費用","航空便数","滞在可能時間","アクセシビリティ","鉄道ダミー","エアライン参入数","V22","prob","out.share","distance"
"4141",4141,4141,39,19,271,111,25,18,"大阪","浦和","新大阪","大宮","新大阪駅大宮駅",222,280,176,18580,1,728,6.507318,1,0,5.402197,0.792857142857143,0.103571428571429,582.9
"4142",4142,4142,39,19,271,111,25,18,"大阪","浦和","関西国際","羽田","関西国際駅羽田駅",29,280,72.6111111085,11550,21900,780,72.758064,0,2.71428571428571,36.880575,0.103571428571429,0.103571428571429,0.103571428571429
"4143",4143,4143,39,20,271,113,25,18,"大阪","児玉・大里","新大阪","熊谷","新大阪駅熊谷駅",7,10,189,19220,1,702,1.814483,1,0,0.709362,0.7,0.2,617.3
"4144",4144,4144,39,20,271,113,25,18,"大阪","児玉・大里","関西国際","羽田","関西国際駅羽田駅",1,10,72.6111111085,11550,21900,780,111.297636,0,2.71428571428571,75.420147,0.1,0.2,0.1
"4145",4145,4145,39,21,271,131,25,18,"大阪","23区","新大阪","東京","新大阪駅東京駅",0,754,150,17500,1,780,NA,1,0,NA,0,0.387267904509284,552.6
"4146",4146,4146,39,21,271,131,25,18,"大阪","23区","関西国際","羽田","関西国際駅羽田駅",462,754,72.6111111085,11550,21900,780,NA,0,2.71428571428571,NA,0.612732095490716,0.387267904509284,0.612732095490716
"4147",4147,4147,39,22,271,141,25,18,"大阪","横浜","新大阪","新横浜","新大阪駅新横浜駅",490,778,131,16840,1,818,6.9675365,1,0,5.8624155,0.629820051413882,0.304627249357326,523.8
"4148",4148,4148,39,22,271,141,25,18,"大阪","横浜","関西国際","羽田","関西国際駅羽田駅",51,778,72.6111111085,11550,21900,780,56.060659,0,2.71428571428571,20.18317,0.0655526992287918,0.304627249357326,0.0655526992287918
"4149",4149,4149,39,23,271,144,25,18,"大阪","小田原","新大阪","小田原","新大阪駅小田原駅",57,64,194,15120,1,692,2.374699,1,0,1.269578,0.890625,0.09375,468.7
"4150",4150,4150,39,23,271,144,25,18,"大阪","小田原","関西国際","羽田","関西国際駅羽田駅",1,64,72.6111111085,11550,21900,780,95.88915817,0,2.71428571428571,60.01166917,0.015625,0.09375,0.015625
"4151",4151,4151,39,24,271,151,25,20,"大阪","新潟","新大阪","新潟","新大阪駅新潟駅",6,50,270,23320,1,540,3.211405667,1,0,2.106284667,0.12,0.24,886.5
"4152",4152,4152,39,24,271,151,25,20,"大阪","新潟","関西国際","新潟","関西国際駅新潟駅",32,50,0,NA,NA,NA,47.99156817,0,NA,12.11407917,0.64,0.24,0.64
"4153",4153,4153,39,25,271,152,25,20,"大阪","長岡","新大阪","長岡","新大阪駅長岡駅",9,15,247,22240,1,586,1.396064,1,0,0.290943,0.6,0.2,823.2
"4154",4154,4154,39,25,271,152,25,20,"大阪","長岡","関西国際","新潟","関西国際駅新潟駅",3,15,0,NA,NA,NA,94.72605159,0,NA,58.84856259,0.2,0.2,0.2
"4155",4155,4155,39,26,271,154,25,20,"大阪","三条・燕","新大阪","燕三条","新大阪駅燕三条駅",0,3,258,22680,1,564,2.859331,1,0,1.75421,0,0,846.4
"4156",4156,4156,39,26,271,154,25,20,"大阪","三条・燕","関西国際","新潟","関西国際駅新潟駅",3,3,0,NA,NA,NA,73.764601,0,NA,37.887112,1,0,0.999
"4157",4157,4157,39,27,271,155,25,20,"大阪","魚沼","新大阪","浦佐","新大阪駅浦佐駅",4,5,237,21600,1,606,16.539258,1,0,15.434137,0.8,0,781.5
"4158",4158,4158,39,27,271,155,25,20,"大阪","魚沼","関西国際","新潟","関西国際駅新潟駅",1,5,0,NA,NA,NA,133.106494,0,NA,97.229005,0.2,0,0.2
"4159",4159,4159,39,28,271,201,25,18,"大阪","長野","新大阪","長野","新大阪駅長野駅",28,52,262,21600,1,556,2.185149,1,0,1.080028,0.538461538461538,0.461538461538462,775
"4160",4160,4160,39,28,271,201,25,18,"大阪","長野","関西国際","羽田","関西国際駅羽田駅",0,52,72.6111111085,11550,21900,780,224.10849,0,2.71428571428571,188.231001,0,0.461538461538462,0.001
"4161",4161,4161,39,29,271,203,25,24,"大阪","上田","新大阪","上田","新大阪駅上田駅",8,12,250,20960,1,580,1.638525,1,0,0.533404,0.666666666666667,0.333333333333333,741.8
"4162",4162,4162,39,29,271,203,25,24,"大阪","上田","関西国際","名古屋","関西国際駅名古屋駅",0,12,0,NA,NA,NA,251.12937,0,NA,215.251881,0,0.333333333333333,0.001
"4163",4163,4163,39,30,271,211,25,24,"大阪","岐阜","新大阪","岐阜羽島","新大阪駅岐阜羽島駅",58,124,54,5180,1,972,15.325791,1,0,14.22067,0.467741935483871,0.532258064516129,156.3
"4164",4164,4164,39,30,271,211,25,24,"大阪","岐阜","関西国際","名古屋","関西国際駅名古屋駅",0,124,0,NA,NA,NA,98.684195,0,NA,62.806706,0,0.532258064516129,0.001
"4165",4165,4165,39,31,271,221,25,18,"大阪","中部","新大阪","静岡","新大阪駅静岡駅",71,97,109,12520,1,862,2.479063,1,0,1.373942,0.731958762886598,0.268041237113402,372.4
"4166",4166,4166,39,31,271,221,25,18,"大阪","中部","関西国際","羽田","関西国際駅羽田駅",0,97,72.6111111085,11550,21900,780,155.4741843,0,2.71428571428571,119.5966953,0,0.268041237113402,0.001
"4167",4167,4167,39,32,271,222,25,24,"大阪","西部","新大阪","浜松","新大阪駅浜松駅",64,88,83,10160,1,914,2.880567167,1,0,1.775446167,0.727272727272727,0.272727272727273,295.5
"4168",4168,4168,39,32,271,222,25,24,"大阪","西部","関西国際","名古屋","関西国際駅名古屋駅",0,88,0,NA,NA,NA,107.828586,0,NA,71.951097,0,0.272727272727273,0.001
"4169",4169,4169,39,33,271,223,25,18,"大阪","東部","新大阪","三島","新大阪駅三島駅",98,115,172,14040,1,736,6.6380555,1,0,5.5329345,0.852173913043478,0.147826086956522,431.9
"4170",4170,4170,39,33,271,223,25,18,"大阪","東部","関西国際","羽田","関西国際駅羽田駅",0,115,72.6111111085,11550,21900,780,118.11192933,0,2.71428571428571,82.23444033,0,0.147826086956522,0.001
"4171",4171,4171,39,34,271,231,25,24,"大阪","名古屋","新大阪","名古屋","新大阪駅名古屋駅",0,215,51,6700,1,978,4.045981333,1,0,2.940860333,0,1,186.6
"4172",4172,4172,39,34,271,231,25,24,"大阪","名古屋","関西国際","名古屋","関西国際駅名古屋駅",0,215,0,NA,NA,NA,67.256566,0,NA,31.379077,0,1,0.001
"4173",4173,4173,39,35,271,232,25,24,"大阪","東三河","新大阪","豊橋","新大阪駅豊橋駅",64,86,97,8860,1,886,2.600384667,1,0,1.495263667,0.744186046511628,0.255813953488372,259
"4174",4174,4174,39,35,271,232,25,24,"大阪","東三河","関西国際","名古屋","関西国際駅名古屋駅",0,86,0,NA,NA,NA,86.39497822,0,NA,50.51748922,0,0.255813953488372,0.001
"4175",4175,4175,39,36,271,233,25,24,"大阪","豊田","新大阪","三河安城","新大阪駅三河安城駅",547,819,78,7340,1,924,11.413485,1,0,10.308364,0.667887667887668,0.332112332112332,216.3
"4176",4176,4176,39,36,271,233,25,24,"大阪","豊田","関西国際","名古屋","関西国際駅名古屋駅",0,819,0,NA,NA,NA,70.810823,0,NA,34.933334,0,0.332112332112332,0.001
"4177",4177,4177,39,37,271,252,25,25,"大阪","東北部","新大阪","米原","新大阪駅米原駅",22,273,35,3880,1,1010,6.537479,1,0,5.432358,0.0805860805860806,0.919413919413919,106.7
"4178",4178,4178,39,37,271,252,25,25,"大阪","東北部","関西国際","関西国際","関西国際駅関西国際駅",0,273,0,NA,NA,NA,166.079662,0,NA,130.202173,0,0.919413919413919,0.001
"4179",4179,4179,39,38,271,261,25,25,"大阪","京都","新大阪","京都","新大阪駅京都駅",0,0,15,1340,1,1050,3.621252,1,0,2.516131,NA,NA,39
"4180",4180,4180,39,38,271,261,25,25,"大阪","京都","関西国際","関西国際","関西国際駅関西国際駅",0,0,0,NA,NA,NA,114.319915,0,NA,78.442426,NA,NA,NA
"4181",4181,4181,39,39,271,271,25,25,"大阪","大阪","新大阪","新大阪","新大阪駅新大阪駅",0,0,0,NA,1,1080,2.210242,1,0,1.105121,NA,NA,0
"4182",4182,4182,39,39,271,271,25,25,"大阪","大阪","関西国際","関西国際","関西国際駅関西国際駅",0,0,0,NA,NA,NA,71.754978,0,NA,35.877489,NA,NA,NA
"4183",4183,4183,39,40,271,281,25,25,"大阪","神戸","新大阪","新神戸","新大阪駅新神戸駅",0,0,13,1340,1,1054,2.831528,1,0,1.726407,NA,NA,36.9
"4184",4184,4184,39,40,271,281,25,25,"大阪","神戸","関西国際","関西国際","関西国際駅関西国際駅",0,0,0,NA,NA,NA,64.12175,0,NA,28.244261,NA,NA,NA
"4185",4185,4185,39,41,271,283,25,25,"大阪","播磨","新大阪","姫路","新大阪駅姫路駅",0,0,30,3320,1,1020,2.534368667,1,0,1.429247667,NA,NA,91.7
"4186",4186,4186,39,41,271,283,25,25,"大阪","播磨","関西国際","関西国際","関西国際駅関西国際駅",0,0,0,NA,NA,NA,100.65878267,0,NA,64.78129367,NA,NA,NA
"4187",4187,4187,39,42,271,331,25,30,"大阪","県南","新大阪","岡山","新大阪駅岡山駅",383,945,45,6700,1,990,2.294491167,1,0,1.189370167,0.405291005291005,0.594708994708995,180.3
"4188",4188,4188,39,42,271,331,25,30,"大阪","県南","関西国際","岡山","関西国際駅岡山駅",0,945,0,NA,NA,NA,55.56160767,0,NA,19.68411867,0,0.594708994708995,0.001
"4189",4189,4189,39,43,271,341,25,31,"大阪","広島","新大阪","広島","新大阪駅広島駅",493,655,86,11880,1,908,3.2099445,1,0,2.1048235,0.752671755725191,0.245801526717557,341.6
"4190",4190,4190,39,43,271,341,25,31,"大阪","広島","関西国際","広島","関西国際駅広島駅",1,655,0,NA,NA,NA,81.00100517,0,NA,45.12351617,0.00152671755725191,0.245801526717557,0.00152671755725191
"4191",4191,4191,39,44,271,342,25,31,"大阪","備後","新大阪","福山","新大阪駅福山駅",187,278,63,8000,1,954,1.672386167,1,0,0.567265167,0.672661870503597,0.327338129496403,238.6
"4192",4192,4192,39,44,271,342,25,31,"大阪","備後","関西国際","広島","関西国際駅広島駅",0,278,0,NA,NA,NA,78.8779285,0,NA,43.0004395,0,0.327338129496403,0.001
"4193",4193,4193,39,45,271,351,25,32,"大阪","山口","新大阪","新山口","新大阪駅新山口駅",44,61,114,15120,1,852,12.00071774,1,0,10.89559674,0.721311475409836,0.278688524590164,474.4
"4194",4194,4194,39,45,271,351,25,32,"大阪","山口","関西国際","山口宇部","関西国際駅山口宇部駅",0,61,0,NA,NA,NA,70.48920248,0,NA,34.61171348,0,0.278688524590164,0.001
"4195",4195,4195,39,46,271,352,25,32,"大阪","下関","新大阪","新下関","新大阪駅新下関駅",32,36,257,16840,1,566,6.578827,1,0,5.473706,0.888888888888889,0.111111111111111,536.1
"4196",4196,4196,39,46,271,352,25,32,"大阪","下関","関西国際","山口宇部","関西国際駅山口宇部駅",0,36,0,NA,NA,NA,67.050714,0,NA,31.173225,0,0.111111111111111,0.001
"4197",4197,4197,39,47,271,353,25,32,"大阪","宇部","新大阪","厚狭","新大阪駅厚狭駅",22,26,246,16420,1,588,14.687518,1,0,13.582397,0.846153846153846,0.153846153846154,509.5
"4198",4198,4198,39,47,271,353,25,32,"大阪","宇部","関西国際","山口宇部","関西国際駅山口宇部駅",0,26,0,NA,NA,NA,39.488382,0,NA,3.610893,0,0.153846153846154,0.001
"4199",4199,4199,39,48,271,354,25,32,"大阪","岩国","新大阪","新岩国","新大阪駅新岩国駅",16,22,196,12960,1,688,7.589782,1,0,6.484661,0.727272727272727,0.272727272727273,383
"4200",4200,4200,39,48,271,354,25,32,"大阪","岩国","関西国際","山口宇部","関西国際駅山口宇部駅",0,22,0,NA,NA,NA,126.822898,0,NA,90.945409,0,0.272727272727273,0.001
"4201",4201,4201,39,49,271,355,25,32,"大阪","徳山","新大阪","徳山","新大阪駅徳山駅",53,107,111,14040,1,858,8.395745,1,0,7.290624,0.495327102803738,0.504672897196262,430.1
"4202",4202,4202,39,49,271,355,25,32,"大阪","徳山","関西国際","山口宇部","関西国際駅山口宇部駅",0,107,0,NA,NA,NA,91.529792,0,NA,55.652303,0,0.504672897196262,0.001
"4203",4203,4203,39,50,271,401,25,37,"大阪","福岡","新大阪","博多","新大阪駅博多駅",422,567,150,19220,1,780,2.85878,1,0,1.753659,0.744268077601411,0.091710758377425,622.3
"4204",4204,4204,39,50,271,401,25,37,"大阪","福岡","関西国際","福岡","関西国際駅福岡駅",93,567,69.5,10950,7300,630,39.909187,0,2.5,4.031698,0.164021164021164,0.091710758377425,0.164021164021164
"4205",4205,4205,39,51,271,402,25,37,"大阪","北九州","新大阪","小倉","新大阪駅小倉駅",183,213,133,17500,1,814,1.849594333,1,0,0.744473333,0.859154929577465,0.131455399061033,555.1
"4206",4206,4206,39,51,271,402,25,37,"大阪","北九州","関西国際","福岡","関西国際駅福岡駅",2,213,69.5,10950,7300,630,81.006865,0,2.5,45.129376,0.00938967136150235,0.131455399061033,0.00938967136150235
"4207",4207,4207,39,52,271,432,25,41,"大阪","八代・芦北","新大阪","新八代","新大阪駅新八代駅",7,13,250,21600,1,580,3.601632667,1,0,2.496511667,0.538461538461538,0,773.6
"4208",4208,4208,39,52,271,432,25,41,"大阪","八代・芦北","関西国際","熊本","関西国際駅熊本駅",6,13,0,NA,NA,NA,74.6588575,0,NA,38.7813685,0.461538461538462,0,0.461538461538462
"4209",4209,4209,39,53,271,461,25,44,"大阪","鹿児島","新大阪","鹿児島中央","新大阪駅鹿児島中央駅",12,101,295,23320,1,490,3.019685167,1,0,1.914564167,0.118811881188119,0.178217821782178,911.2
"4210",4210,4210,39,53,271,461,25,44,"大阪","鹿児島","関西国際","鹿児島","関西国際駅鹿児島駅",71,101,70,13400,4745,585,61.08271417,0,3,25.20522517,0.702970297029703,0.178217821782178,0.702970297029703
"4211",4211,4211,39,54,271,462,25,44,"大阪","川北薩・串木野","新大阪","川内","新大阪駅川内駅",6,13,283,22680,1,514,1.939095167,1,0,0.833974167,0.461538461538462,0,865.1
"4212",4212,4212,39,54,271,462,25,44,"大阪","川北薩・串木野","関西国際","鹿児島","関西国際駅鹿児島駅",7,13,70,13400,4745,585,71.08687917,0,3,35.20939017,0.538461538461538,0,0.538461538461538
"4213",4213,4213,40,1,281,22,25,10,"神戸","南部","新神戸","八戸","新神戸駅八戸駅",1,4,374,28300,1,332,6.72095,1,0,4.994543,0.25,0,1221.4
"4214",4214,4214,40,1,281,22,25,10,"神戸","南部","関西国際","三沢","関西国際駅三沢駅",3,4,0,NA,NA,NA,50.76811,0,NA,22.523849,0.75,0,0.75
"4215",4215,4215,40,2,281,31,25,11,"神戸","盛岡","新神戸","盛岡","新神戸駅盛岡駅",1,10,338,27000,1,404,3.2511,1,0,1.524693,0.1,0.7,1124.8
"4216",4216,4216,40,2,281,31,25,11,"神戸","盛岡","関西国際","花巻","関西国際駅花巻駅",2,10,0,NA,NA,NA,59.461531,0,NA,31.21727,0.2,0.7,0.2
"4217",4217,4217,40,3,281,32,25,11,"神戸","北上中部","新神戸","新花巻","新神戸駅新花巻駅",4,6,338,26360,1,404,6.932654,1,0,5.206247,0.666666666666667,0,1089.5
"4218",4218,4218,40,3,281,32,25,11,"神戸","北上中部","関西国際","花巻","関西国際駅花巻駅",2,6,0,NA,NA,NA,32.176653,0,NA,3.932392,0.333333333333333,0,0.333333333333333
"4219",4219,4219,40,4,281,33,25,11,"神戸","両磐","新神戸","一ノ関","新神戸駅一ノ関駅",0,0,300,25280,1,480,3.110888,1,0,1.384481,NA,NA,1034.6
"4220",4220,4220,40,4,281,33,25,11,"神戸","両磐","関西国際","花巻","関西国際駅花巻駅",0,0,0,NA,NA,NA,82.217943,0,NA,53.973682,NA,NA,NA
"4221",4221,4221,40,5,281,41,25,12,"神戸","仙台","新神戸","仙台","新神戸駅仙台駅",11,72,264,23980,1,552,3.044867,1,0,1.31846,0.152777777777778,0.486111111111111,941.3
"4222",4222,4222,40,5,281,41,25,12,"神戸","仙台","関西国際","仙台","関西国際駅仙台駅",26,72,0,NA,NA,NA,43.535242,0,NA,15.290981,0.361111111111111,0.486111111111111,0.361111111111111
"4223",4223,4223,40,6,281,43,25,12,"神戸","古川","新神戸","くりこま高原","新神戸駅くりこま高原駅",0,1,288,25280,1,504,6.790415,1,0,5.064008,0,0,1005.7
"4224",4224,4224,40,6,281,43,25,12,"神戸","古川","関西国際","仙台","関西国際駅仙台駅",1,1,0,NA,NA,NA,94.321976,0,NA,66.077715,1,0,0.999
"4225",4225,4225,40,7,281,51,25,13,"神戸","秋田臨海","新神戸","秋田","新神戸駅秋田駅",0,13,391,28940,1,298,4.037941,1,0,2.311534,0,0.769230769230769,1252.1
"4226",4226,4226,40,7,281,51,25,13,"神戸","秋田臨海","関西国際","秋田","関西国際駅秋田駅",3,13,0,NA,NA,NA,43.573782,0,NA,15.329521,0.230769230769231,0.769230769230769,0.230769230769231
"4227",4227,4227,40,8,281,61,25,15,"神戸","山形","新神戸","山形","新神戸駅山形駅",1,16,325,23980,1,430,3.045015,1,0,1.318608,0.0625,0.625,949.4
"4228",4228,4228,40,8,281,61,25,15,"神戸","山形","関西国際","山形","関西国際駅山形駅",5,16,0,NA,NA,NA,45.613543,0,NA,17.369282,0.3125,0.625,0.3125
"4229",4229,4229,40,9,281,63,25,12,"神戸","米沢","新神戸","米沢","新神戸駅米沢駅",0,0,291,23320,1,498,3.48141,1,0,1.755003,NA,NA,902.4
"4230",4230,4230,40,9,281,63,25,12,"神戸","米沢","関西国際","仙台","関西国際駅仙台駅",0,0,0,NA,NA,NA,103.536714,0,NA,75.292453,NA,NA,NA
"4231",4231,4231,40,10,281,64,25,12,"神戸","新庄","新神戸","新庄","新神戸駅新庄駅",0,1,373,25280,1,334,2.166402,1,0,0.439995,0,0,1010.9
"4232",4232,4232,40,10,281,64,25,12,"神戸","新庄","関西国際","仙台","関西国際駅仙台駅",1,1,0,NA,NA,NA,116.750489,0,NA,88.506228,1,0,0.999
"4233",4233,4233,40,11,281,71,25,12,"神戸","福島","新神戸","福島","新神戸駅福島駅",7,19,256,22680,1,568,3.707100833,1,0,1.980693833,0.368421052631579,0.526315789473684,862.3
"4234",4234,4234,40,11,281,71,25,12,"神戸","福島","関西国際","仙台","関西国際駅仙台駅",2,19,0,NA,NA,NA,80.2243725,0,NA,51.9801115,0.105263157894737,0.526315789473684,0.105263157894737
"4235",4235,4235,40,12,281,73,25,17,"神戸","郡山","新神戸","郡山","新神戸駅郡山駅",1,5,241,22240,1,598,4.714685,1,0,2.988278,0.2,0,816.2
"4236",4236,4236,40,12,281,73,25,17,"神戸","郡山","関西国際","福島","関西国際駅福島駅",4,5,0,NA,NA,NA,50.1125425,0,NA,21.8682815,0.8,0,0.8
"4237",4237,4237,40,13,281,76,25,17,"神戸","白河","新神戸","新白河","新神戸駅新白河駅",1,1,248,21600,1,584,4.278386667,1,0,2.551979667,1,0,774.9
"4238",4238,4238,40,13,281,76,25,17,"神戸","白河","関西国際","福島","関西国際駅福島駅",0,1,0,NA,NA,NA,51.7982275,0,NA,23.5539665,0,0,0.001
"4239",4239,4239,40,14,281,91,25,18,"神戸","宇都宮","新神戸","宇都宮","新神戸駅宇都宮駅",14,23,214,20300,1,652,3.875316667,1,0,2.148909667,0.608695652173913,0.260869565217391,699
"4240",4240,4240,40,14,281,91,25,18,"神戸","宇都宮","関西国際","羽田","関西国際駅羽田駅",3,23,72.6111111085,11550,21900,780,125.23260333,0,2.71428571428571,96.98834233,0.130434782608696,0.260869565217391,0.130434782608696
"4241",4241,4241,40,15,281,93,25,18,"神戸","栃木・小山","新神戸","小山","新神戸駅小山駅",5,6,205,19660,1,670,11.167509259,1,0,9.441102259,0.833333333333333,0.166666666666667,670.1
"4242",4242,4242,40,15,281,93,25,18,"神戸","栃木・小山","関西国際","羽田","関西国際駅羽田駅",0,6,72.6111111085,11550,21900,780,115.52692481,0,2.71428571428571,87.28266381,0,0.166666666666667,0.001
"4243",4243,4243,40,16,281,95,25,18,"神戸","那須","新神戸","那須塩原","新神戸駅那須塩原駅",3,5,233,20960,1,614,8.633743,1,0,6.907336,0.6,0.4,747.3
"4244",4244,4244,40,16,281,95,25,18,"神戸","那須","関西国際","羽田","関西国際駅羽田駅",0,5,72.6111111085,11550,21900,780,176.310327,0,2.71428571428571,148.066066,0,0.4,0.001
"4245",4245,4245,40,17,281,101,25,18,"神戸","前橋・高崎","新神戸","高崎","新神戸駅高崎駅",18,22,212,20300,1,656,10.602243,1,0,8.875836,0.818181818181818,0.136363636363636,694.5
"4246",4246,4246,40,17,281,101,25,18,"神戸","前橋・高崎","関西国際","羽田","関西国際駅羽田駅",1,22,72.6111111085,11550,21900,780,141.960568,0,2.71428571428571,113.716307,0.0454545454545455,0.136363636363636,0.0454545454545455
"4247",4247,4247,40,18,281,104,25,18,"神戸","沼田・利根","新神戸","上毛高原","新神戸駅上毛高原駅",1,1,237,20960,1,606,10.257074,1,0,8.530667,1,0,741.1
"4248",4248,4248,40,18,281,104,25,18,"神戸","沼田・利根","関西国際","羽田","関西国際駅羽田駅",0,1,72.6111111085,11550,21900,780,167.035932,0,2.71428571428571,138.791671,0,0,0.001
"4249",4249,4249,40,19,281,111,25,18,"神戸","浦和","新神戸","大宮","新神戸駅大宮駅",69,111,189,19220,1,702,7.128604,1,0,5.402197,0.621621621621622,0.243243243243243,619.8
"4250",4250,4250,40,19,281,111,25,18,"神戸","浦和","関西国際","羽田","関西国際駅羽田駅",15,111,72.6111111085,11550,21900,780,65.124836,0,2.71428571428571,36.880575,0.135135135135135,0.243243243243243,0.135135135135135
"4251",4251,4251,40,20,281,113,25,18,"神戸","児玉・大里","新神戸","熊谷","新神戸駅熊谷駅",4,4,202,19660,1,676,2.435769,1,0,0.709362,1,0,654.2
"4252",4252,4252,40,20,281,113,25,18,"神戸","児玉・大里","関西国際","羽田","関西国際駅羽田駅",0,4,72.6111111085,11550,21900,780,103.664408,0,2.71428571428571,75.420147,0,0,0.001
"4253",4253,4253,40,21,281,131,25,18,"神戸","23区","新神戸","東京","新神戸駅東京駅",905,1264,163,18580,1,754,NA,1,0,NA,0.715981012658228,0.0696202531645569,589.5
"4254",4254,4254,40,21,281,131,25,18,"神戸","23区","関西国際","羽田","関西国際駅羽田駅",271,1264,72.6111111085,11550,21900,780,NA,0,2.71428571428571,NA,0.214398734177215,0.0696202531645569,0.214398734177215
"4255",4255,4255,40,22,281,141,25,18,"神戸","横浜","新神戸","新横浜","新神戸駅新横浜駅",187,306,144,17920,1,792,7.5888225,1,0,5.8624155,0.611111111111111,0.264705882352941,560.7
"4256",4256,4256,40,22,281,141,25,18,"神戸","横浜","関西国際","羽田","関西国際駅羽田駅",38,306,72.6111111085,11550,21900,780,48.427431,0,2.71428571428571,20.18317,0.124183006535948,0.264705882352941,0.124183006535948
"4257",4257,4257,40,23,281,144,25,18,"神戸","小田原","新神戸","小田原","新神戸駅小田原駅",14,19,207,16420,1,666,2.995985,1,0,1.269578,0.736842105263158,0.263157894736842,505.6
"4258",4258,4258,40,23,281,144,25,18,"神戸","小田原","関西国際","羽田","関西国際駅羽田駅",0,19,72.6111111085,11550,21900,780,88.25593017,0,2.71428571428571,60.01166917,0,0.263157894736842,0.001
"4259",4259,4259,40,24,281,151,25,20,"神戸","新潟","新神戸","新潟","新神戸駅新潟駅",1,27,283,23980,1,514,3.832691667,1,0,2.106284667,0.037037037037037,0.592592592592593,923.4
"4260",4260,4260,40,24,281,151,25,20,"神戸","新潟","関西国際","新潟","関西国際駅新潟駅",10,27,0,NA,NA,NA,40.35834017,0,NA,12.11407917,0.37037037037037,0.592592592592593,0.37037037037037
"4261",4261,4261,40,25,281,152,25,20,"神戸","長岡","新神戸","長岡","新神戸駅長岡駅",3,5,260,22680,1,560,2.01735,1,0,0.290943,0.6,0,860.1
"4262",4262,4262,40,25,281,152,25,20,"神戸","長岡","関西国際","新潟","関西国際駅新潟駅",2,5,0,NA,NA,NA,87.09282359,0,NA,58.84856259,0.4,0,0.4
"4263",4263,4263,40,26,281,154,25,20,"神戸","三条・燕","新神戸","燕三条","新神戸駅燕三条駅",0,4,271,23320,1,538,3.480617,1,0,1.75421,0,0.75,883.3
"4264",4264,4264,40,26,281,154,25,20,"神戸","三条・燕","関西国際","新潟","関西国際駅新潟駅",1,4,0,NA,NA,NA,66.131373,0,NA,37.887112,0.25,0.75,0.25
"4265",4265,4265,40,27,281,155,25,20,"神戸","魚沼","新神戸","浦佐","新神戸駅浦佐駅",0,0,250,22240,1,580,17.160544,1,0,15.434137,NA,NA,818.4
"4266",4266,4266,40,27,281,155,25,20,"神戸","魚沼","関西国際","新潟","関西国際駅新潟駅",0,0,0,NA,NA,NA,125.473266,0,NA,97.229005,NA,NA,NA
"4267",4267,4267,40,28,281,201,25,18,"神戸","長野","新神戸","長野","新神戸駅長野駅",2,21,275,22240,1,530,2.806435,1,0,1.080028,0.0952380952380952,0.904761904761905,811.9
"4268",4268,4268,40,28,281,201,25,18,"神戸","長野","関西国際","羽田","関西国際駅羽田駅",0,21,72.6111111085,11550,21900,780,216.475262,0,2.71428571428571,188.231001,0,0.904761904761905,0.001
"4269",4269,4269,40,29,281,203,25,24,"神戸","上田","新神戸","上田","新神戸駅上田駅",3,6,263,21600,1,554,2.259811,1,0,0.533404,0.5,0.5,778.7
"4270",4270,4270,40,29,281,203,25,24,"神戸","上田","関西国際","名古屋","関西国際駅名古屋駅",0,6,0,NA,NA,NA,243.496142,0,NA,215.251881,0,0.5,0.001
"4271",4271,4271,40,30,281,211,25,24,"神戸","岐阜","新神戸","岐阜羽島","新神戸駅岐阜羽島駅",14,70,67,6700,1,946,15.947077,1,0,14.22067,0.2,0.8,193.2
"4272",4272,4272,40,30,281,211,25,24,"神戸","岐阜","関西国際","名古屋","関西国際駅名古屋駅",0,70,0,NA,NA,NA,91.050967,0,NA,62.806706,0,0.8,0.001
"4273",4273,4273,40,31,281,221,25,18,"神戸","中部","新神戸","静岡","新神戸駅静岡駅",34,45,122,13600,1,836,3.100349,1,0,1.373942,0.755555555555556,0.244444444444444,409.3
"4274",4274,4274,40,31,281,221,25,18,"神戸","中部","関西国際","羽田","関西国際駅羽田駅",0,45,72.6111111085,11550,21900,780,147.8409563,0,2.71428571428571,119.5966953,0,0.244444444444444,0.001
"4275",4275,4275,40,32,281,222,25,24,"神戸","西部","新神戸","浜松","新神戸駅浜松駅",39,50,96,11240,1,888,3.501853167,1,0,1.775446167,0.78,0.22,332.4
"4276",4276,4276,40,32,281,222,25,24,"神戸","西部","関西国際","名古屋","関西国際駅名古屋駅",0,50,0,NA,NA,NA,100.195358,0,NA,71.951097,0,0.22,0.001
"4277",4277,4277,40,33,281,223,25,18,"神戸","東部","新神戸","三島","新神戸駅三島駅",56,68,185,15120,1,710,7.2593415,1,0,5.5329345,0.823529411764706,0.176470588235294,468.8
"4278",4278,4278,40,33,281,223,25,18,"神戸","東部","関西国際","羽田","関西国際駅羽田駅",0,68,72.6111111085,11550,21900,780,110.47870133,0,2.71428571428571,82.23444033,0,0.176470588235294,0.001
"4279",4279,4279,40,34,281,231,25,24,"神戸","名古屋","新神戸","名古屋","新神戸駅名古屋駅",250,415,64,8000,1,952,4.667267333,1,0,2.940860333,0.602409638554217,0.397590361445783,223.5
"4280",4280,4280,40,34,281,231,25,24,"神戸","名古屋","関西国際","名古屋","関西国際駅名古屋駅",0,415,0,NA,NA,NA,59.623338,0,NA,31.379077,0,0.397590361445783,0.001
