i,j,駅i,駅j,distance,cost
74,103,浦佐,大曲,779.2,10800
74,104,浦佐,秋田,830.9,11120
75,1,長岡,東京,270.6,4750
75,2,長岡,品川,277.4,4750
75,3,長岡,新横浜,299.4,5080
75,4,長岡,小田原,354.5,5940
75,5,長岡,熱海,375.2,6260
75,6,長岡,三島,391.3,6480
75,7,長岡,新富士,416.8,6800
75,8,長岡,静岡,450.8,7340
75,9,長岡,掛川,499.9,7880
75,10,長岡,浜松,527.7,8420
75,11,長岡,豊橋,564.2,8960
75,12,長岡,三河安城,606.9,9610
75,13,長岡,名古屋,636.6,9610
75,14,長岡,岐阜羽島,666.9,9830
75,15,長岡,米原,716.5,10150
75,16,長岡,京都,784.2,10800
75,17,長岡,新大阪,823.2,11120
75,18,長岡,新神戸,860.1,11340
75,19,長岡,西明石,882.9,11660
75,20,長岡,姫路,914.9,11660
75,21,長岡,相生,935.6,11990
75,22,長岡,岡山,1003.5,12640
75,23,長岡,新倉敷,1028.7,12640
75,24,長岡,福山,1061.8,12960
75,25,長岡,新尾道,1081.9,13180
75,26,長岡,三原,1093.4,13180
75,27,長岡,東広島,1133,13500
75,28,長岡,広島,1164.8,13820
75,29,長岡,新岩国,1206.2,14150
75,30,長岡,徳山,1253.3,14470
75,31,長岡,新山口,1297.6,14800
75,32,長岡,厚狭,1332.7,15010
75,33,長岡,新下関,1359.3,15010
75,34,長岡,小倉,1378.3,15340
75,35,長岡,博多,1445.5,15980
75,36,長岡,新鳥栖,1474.1,15980
75,37,長岡,久留米,1481.2,16310
75,38,長岡,筑後船小屋,1497,16310
75,39,長岡,新大牟田,1514.8,16310
75,40,長岡,新玉名,1535.9,16520
75,41,長岡,熊本,1563.9,16850
75,42,長岡,新八代,1596.8,16850
75,43,長岡,新水俣,1639.6,17170
75,44,長岡,出水,1655.6,17500
75,45,長岡,川内,1688.3,17820
75,46,長岡,鹿児島中央,1734.4,18140
75,47,長岡,上野,267,4750
75,48,長岡,大宮,240.3,4430
75,49,長岡,小山,290.6,5080
75,50,長岡,宇都宮,319.5,5400
75,51,長岡,那須塩原,367.8,6260
75,52,長岡,新白河,395.4,6480
75,53,長岡,郡山,436.7,7020
75,54,長岡,福島,482.8,7880
75,55,長岡,白石蔵王,516.8,8210
75,56,長岡,仙台,561.8,8960
75,57,長岡,古川,605,9610
75,58,長岡,くりこま高原,626.2,9610
75,59,長岡,一ノ関,655.1,9830
75,60,長岡,水沢江刺,680.1,10150
75,61,長岡,北上,697.5,10150
75,62,長岡,新花巻,710,10150
75,63,長岡,盛岡,745.3,10480
75,64,長岡,いわて沼宮内,776.4,10800
75,65,長岡,二戸,811,11120
75,66,長岡,八戸,841.9,11340
75,67,長岡,七戸十和田,878,11340
75,68,長岡,新青森,923.7,11990
75,69,長岡,熊谷,205.9,3670
75,70,長岡,本庄早稲田,184.6,3350
75,71,長岡,高崎,165.6,3020
75,72,長岡,上毛高原,119,1940
75,73,長岡,越後湯沢,71.4,1320
75,74,長岡,浦佐,41.7,760
75,75,長岡,長岡,0,#N/A
75,76,長岡,燕三条,23.2,410
75,77,長岡,新潟,63.3,1140
75,78,長岡,安中榛名,184.1,3350
75,79,長岡,軽井沢,207.4,3670
75,80,長岡,佐久平,225,4000
75,81,長岡,上田,249.8,4430
75,82,長岡,長野,283,5080
75,83,長岡,飯山,312.9,5400
75,84,長岡,上越妙高,342.5,5940
75,85,長岡,糸魚川,379.5,6260
75,86,長岡,黒部宇奈月温泉,418.7,6800
75,87,長岡,富山,452.5,7340
75,88,長岡,新高岡,471.4,7560
75,89,長岡,金沢,511.1,8210
75,90,長岡,米沢,522.9,8420
75,91,長岡,高畠,532.7,8420
75,92,長岡,赤湯,538.9,8420
75,93,長岡,かみのやま温泉,557.8,8750
75,94,長岡,山形,569.9,8960
75,95,長岡,天童,583.2,9290
75,96,長岡,さくらんぼ東根,590.9,9290
75,97,長岡,村山,596.3,9290
75,98,長岡,大石田,609.7,9610
75,99,長岡,新庄,631.4,9610
75,100,長岡,雫石,761.3,10800
75,101,長岡,田沢湖,785.4,10800
75,102,長岡,角館,804.1,11120
75,103,長岡,大曲,820.9,11120
75,104,長岡,秋田,872.6,11340
76,1,燕三条,東京,293.8,5080
76,2,燕三条,品川,300.6,5400
76,3,燕三条,新横浜,322.6,5620
76,4,燕三条,小田原,377.7,6260
76,5,燕三条,熱海,398.4,6480
76,6,燕三条,三島,414.5,6800
76,7,燕三条,新富士,440,7020
76,8,燕三条,静岡,474,7560
76,9,燕三条,掛川,523.1,8420
76,10,燕三条,浜松,550.9,8750
76,11,燕三条,豊橋,587.4,9290
76,12,燕三条,三河安城,630.1,9610
76,13,燕三条,名古屋,659.8,9830
76,14,燕三条,岐阜羽島,690.1,10150
76,15,燕三条,米原,739.7,10480
76,16,燕三条,京都,807.4,11120
76,17,燕三条,新大阪,846.4,11340
76,18,燕三条,新神戸,883.3,11660
76,19,燕三条,西明石,906.1,11660
76,20,燕三条,姫路,938.1,11990
76,21,燕三条,相生,958.8,11990
76,22,燕三条,岡山,1026.7,12640
76,23,燕三条,新倉敷,1051.9,12960
76,24,燕三条,福山,1085,13180
76,25,燕三条,新尾道,1105.1,13180
76,26,燕三条,三原,1116.6,13180
76,27,燕三条,東広島,1156.2,13500
76,28,燕三条,広島,1188,13820
76,29,燕三条,新岩国,1229.4,14150
76,30,燕三条,徳山,1276.5,14470
76,31,燕三条,新山口,1320.8,15010
76,32,燕三条,厚狭,1355.9,15010
76,33,燕三条,新下関,1382.5,15340
76,34,燕三条,小倉,1401.5,15660
76,35,燕三条,博多,1468.7,15980
76,36,燕三条,新鳥栖,1497.3,16310
76,37,燕三条,久留米,1504.4,16310
76,38,燕三条,筑後船小屋,1520.2,16520
76,39,燕三条,新大牟田,1538,16520
76,40,燕三条,新玉名,1559.1,16520
76,41,燕三条,熊本,1587.1,16850
76,42,燕三条,新八代,1620,17170
76,43,燕三条,新水俣,1662.8,17500
76,44,燕三条,出水,1678.8,17500
76,45,燕三条,川内,1711.5,17820
76,46,燕三条,鹿児島中央,1757.6,18140
76,47,燕三条,上野,290.2,5080
76,48,燕三条,大宮,263.5,4750
76,49,燕三条,小山,313.8,5400
76,50,燕三条,宇都宮,342.7,5940
76,51,燕三条,那須塩原,391,6480
76,52,燕三条,新白河,418.6,6800
76,53,燕三条,郡山,459.9,7340
76,54,燕三条,福島,506,8210
76,55,燕三条,白石蔵王,540,8420
76,56,燕三条,仙台,585,9290
76,57,燕三条,古川,628.2,9610
76,58,燕三条,くりこま高原,649.4,9830
76,59,燕三条,一ノ関,678.3,9830
76,60,燕三条,水沢江刺,703.3,10150
76,61,燕三条,北上,720.7,10480
76,62,燕三条,新花巻,733.2,10480
76,63,燕三条,盛岡,768.5,10800
76,64,燕三条,いわて沼宮内,799.6,10800
76,65,燕三条,二戸,834.2,11120
76,66,燕三条,八戸,865.1,11340
76,67,燕三条,七戸十和田,901.2,11660
76,68,燕三条,新青森,946.9,11990
76,69,燕三条,熊谷,229.1,4000
76,70,燕三条,本庄早稲田,207.8,3670
76,71,燕三条,高崎,188.8,3350
76,72,燕三条,上毛高原,142.2,2590
76,73,燕三条,越後湯沢,94.6,1660
76,74,燕三条,浦佐,64.9,1140
76,75,燕三条,長岡,23.2,410
76,76,燕三条,燕三条,0,#N/A
76,77,燕三条,新潟,40.1,760
76,78,燕三条,安中榛名,207.3,3670
76,79,燕三条,軽井沢,230.6,4000
76,80,燕三条,佐久平,248.2,4430
76,81,燕三条,上田,273,4750
76,82,燕三条,長野,306.2,5400
76,83,燕三条,飯山,336.1,5620
76,84,燕三条,上越妙高,365.7,6260
76,85,燕三条,糸魚川,402.7,6800
76,86,燕三条,黒部宇奈月温泉,441.9,7340
76,87,燕三条,富山,475.7,7560
76,88,燕三条,新高岡,494.6,7880
76,89,燕三条,金沢,534.3,8420
76,90,燕三条,米沢,546.1,8750
76,91,燕三条,高畠,555.9,8750
76,92,燕三条,赤湯,562.1,8960
76,93,燕三条,かみのやま温泉,581,9290
76,94,燕三条,山形,593.1,9290
76,95,燕三条,天童,606.4,9610
76,96,燕三条,さくらんぼ東根,614.1,9610
76,97,燕三条,村山,619.5,9610
76,98,燕三条,大石田,632.9,9610
76,99,燕三条,新庄,654.6,9830
76,100,燕三条,雫石,784.5,10800
76,101,燕三条,田沢湖,808.6,11120
76,102,燕三条,角館,827.3,11120
76,103,燕三条,大曲,844.1,11340
76,104,燕三条,秋田,895.8,11660
77,1,新潟,東京,333.9,5620
77,2,新潟,品川,340.7,5940
77,3,新潟,新横浜,362.7,6260
77,4,新潟,小田原,417.8,6800
77,5,新潟,熱海,438.5,7020
77,6,新潟,三島,454.6,7340
77,7,新潟,新富士,480.1,7880
77,8,新潟,静岡,514.1,8210
77,9,新潟,掛川,563.2,8960
77,10,新潟,浜松,591,9290
77,11,新潟,豊橋,627.5,9610
77,12,新潟,三河安城,670.2,9830
77,13,新潟,名古屋,699.9,10150
77,14,新潟,岐阜羽島,730.2,10480
77,15,新潟,米原,779.8,10800
77,16,新潟,京都,847.5,11340
77,17,新潟,新大阪,886.5,11660
77,18,新潟,新神戸,923.4,11990
77,19,新潟,西明石,946.2,11990
77,20,新潟,姫路,978.2,12310
77,21,新潟,相生,998.9,12310
77,22,新潟,岡山,1066.8,12960
77,23,新潟,新倉敷,1092,13180
77,24,新潟,福山,1125.1,13500
77,25,新潟,新尾道,1145.2,13500
77,26,新潟,三原,1156.7,13500
77,27,新潟,東広島,1196.3,13820
77,28,新潟,広島,1228.1,14150
77,29,新潟,新岩国,1269.5,14470
77,30,新潟,徳山,1316.6,14800
77,31,新潟,新山口,1360.9,15340
77,32,新潟,厚狭,1396,15340
77,33,新潟,新下関,1422.6,15660
77,34,新潟,小倉,1441.6,15980
77,35,新潟,博多,1508.8,16310
77,36,新潟,新鳥栖,1537.4,16520
77,37,新潟,久留米,1544.5,16520
77,38,新潟,筑後船小屋,1560.3,16850
77,39,新潟,新大牟田,1578.1,16850
77,40,新潟,新玉名,1599.2,16850
77,41,新潟,熊本,1627.2,17170
77,42,新潟,新八代,1660.1,17500
77,43,新潟,新水俣,1702.9,17820
77,44,新潟,出水,1718.9,17820
77,45,新潟,川内,1751.6,18140
77,46,新潟,鹿児島中央,1797.7,18360
77,47,新潟,上野,330.3,5620
77,48,新潟,大宮,303.6,5400
77,49,新潟,小山,353.9,5940
77,50,新潟,宇都宮,382.8,6480
77,51,新潟,那須塩原,431.1,7020
77,52,新潟,新白河,458.7,7340
77,53,新潟,郡山,500,7880
77,54,新潟,福島,546.1,8750
77,55,新潟,白石蔵王,580.1,9290
77,56,新潟,仙台,625.1,9610
77,57,新潟,古川,668.3,9830
77,58,新潟,くりこま高原,689.5,10150
77,59,新潟,一ノ関,718.4,10150
77,60,新潟,水沢江刺,743.4,10480
77,61,新潟,北上,760.8,10800
77,62,新潟,新花巻,773.3,10800
77,63,新潟,盛岡,808.6,11120
77,64,新潟,いわて沼宮内,839.7,11120
77,65,新潟,二戸,874.3,11340
77,66,新潟,八戸,905.2,11660
77,67,新潟,七戸十和田,941.3,11990
77,68,新潟,新青森,987,12310
77,69,新潟,熊谷,269.2,4750
77,70,新潟,本庄早稲田,247.9,4430
77,71,新潟,高崎,228.9,4000
77,72,新潟,上毛高原,182.3,3350
77,73,新潟,越後湯沢,134.7,2270
77,74,新潟,浦佐,105,1940
77,75,新潟,長岡,63.3,1140
77,76,新潟,燕三条,40.1,760
77,77,新潟,新潟,0,#N/A
77,78,新潟,安中榛名,247.4,4430
77,79,新潟,軽井沢,270.7,4750
77,80,新潟,佐久平,288.3,5080
77,81,新潟,上田,313.1,5400
77,82,新潟,長野,346.3,5940
77,83,新潟,飯山,376.2,6260
77,84,新潟,上越妙高,405.8,6800
77,85,新潟,糸魚川,442.8,7340
77,86,新潟,黒部宇奈月温泉,482,7880
77,87,新潟,富山,515.8,8210
77,88,新潟,新高岡,534.7,8420
77,89,新潟,金沢,574.4,8960
77,90,新潟,米沢,586.2,9290
77,91,新潟,高畠,596,9290
77,92,新潟,赤湯,602.2,9610
77,93,新潟,かみのやま温泉,621.1,9610
77,94,新潟,山形,633.2,9610
77,95,新潟,天童,646.5,9830
77,96,新潟,さくらんぼ東根,654.2,9830
77,97,新潟,村山,659.6,9830
77,98,新潟,大石田,673,9830
77,99,新潟,新庄,694.7,10150
77,100,新潟,雫石,824.6,11120
77,101,新潟,田沢湖,848.7,11340
77,102,新潟,角館,867.4,11340
77,103,新潟,大曲,884.2,11660
77,104,新潟,秋田,935.9,11990
78,1,安中榛名,東京,123.5,2270
78,2,安中榛名,品川,130.3,2270
78,3,安中榛名,新横浜,152.3,2590
78,4,安中榛名,小田原,207.4,3670
78,5,安中榛名,熱海,228.1,4000
78,6,安中榛名,三島,244.2,4430
78,7,安中榛名,新富士,269.7,4750
78,8,安中榛名,静岡,303.7,5400
78,9,安中榛名,掛川,352.8,5940
78,10,安中榛名,浜松,380.6,6480
78,11,安中榛名,豊橋,417.1,6800
78,12,安中榛名,三河安城,459.8,7340
78,13,安中榛名,名古屋,489.5,7880
78,14,安中榛名,岐阜羽島,519.8,8210
78,15,安中榛名,米原,569.4,8960
78,16,安中榛名,京都,637.1,9610
78,17,安中榛名,新大阪,676.1,9830
78,18,安中榛名,新神戸,713,10150
78,19,安中榛名,西明石,735.8,10480
78,20,安中榛名,姫路,767.8,10800
78,21,安中榛名,相生,788.5,10800
78,22,安中榛名,岡山,856.4,11340
78,23,安中榛名,新倉敷,881.6,11660
78,24,安中榛名,福山,914.7,11660
78,25,安中榛名,新尾道,934.8,11990
78,26,安中榛名,三原,946.3,11990
78,27,安中榛名,東広島,985.9,12310
78,28,安中榛名,広島,1017.7,12640
78,29,安中榛名,新岩国,1059.1,12960
78,30,安中榛名,徳山,1106.2,13180
78,31,安中榛名,新山口,1150.5,13500
78,32,安中榛名,厚狭,1185.6,13820
78,33,安中榛名,新下関,1212.2,14150
78,34,安中榛名,小倉,1231.2,14150
78,35,安中榛名,博多,1298.4,14800
78,36,安中榛名,新鳥栖,1327,15010
78,37,安中榛名,久留米,1334.1,15010
78,38,安中榛名,筑後船小屋,1349.9,15010
78,39,安中榛名,新大牟田,1367.7,15340
78,40,安中榛名,新玉名,1388.8,15340
78,41,安中榛名,熊本,1416.8,15660
78,42,安中榛名,新八代,1449.7,15980
78,43,安中榛名,新水俣,1492.5,16310
78,44,安中榛名,出水,1508.5,16310
78,45,安中榛名,川内,1541.2,16520
78,46,安中榛名,鹿児島中央,1587.3,16850
78,47,安中榛名,上野,119.9,1940
78,48,安中榛名,大宮,93.2,1660
78,49,安中榛名,小山,143.5,2590
78,50,安中榛名,宇都宮,172.4,3020
78,51,安中榛名,那須塩原,220.7,4000
78,52,安中榛名,新白河,248.3,4430
78,53,安中榛名,郡山,289.6,5080
78,54,安中榛名,福島,335.7,5620
78,55,安中榛名,白石蔵王,369.7,6260
78,56,安中榛名,仙台,414.7,6800
78,57,安中榛名,古川,457.9,7340
78,58,安中榛名,くりこま高原,479.1,7560
78,59,安中榛名,一ノ関,508,8210
78,60,安中榛名,水沢江刺,533,8420
78,61,安中榛名,北上,550.4,8750
78,62,安中榛名,新花巻,562.9,8960
78,63,安中榛名,盛岡,598.2,9290
78,64,安中榛名,いわて沼宮内,629.3,9610
78,65,安中榛名,二戸,663.9,9830
78,66,安中榛名,八戸,694.8,10150
78,67,安中榛名,七戸十和田,730.9,10480
78,68,安中榛名,新青森,776.6,10800
78,69,安中榛名,熊谷,58.8,970
78,70,安中榛名,本庄早稲田,37.5,670
78,71,安中榛名,高崎,18.5,320
78,72,安中榛名,上毛高原,65.1,1140
78,73,安中榛名,越後湯沢,112.7,1940
78,74,安中榛名,浦佐,142.4,2590
78,75,安中榛名,長岡,184.1,3350
78,76,安中榛名,燕三条,207.3,3670
78,77,安中榛名,新潟,247.4,4430
78,78,安中榛名,安中榛名,0,#N/A
78,79,安中榛名,軽井沢,23.3,410
78,80,安中榛名,佐久平,40.9,760
78,81,安中榛名,上田,65.7,1140
78,82,安中榛名,長野,98.9,1660
78,83,安中榛名,飯山,128.8,2270
78,84,安中榛名,上越妙高,158.4,2590
78,85,安中榛名,糸魚川,195.4,3350
78,86,安中榛名,黒部宇奈月温泉,234.6,4000
78,87,安中榛名,富山,268.4,4750
78,88,安中榛名,新高岡,287.3,5080
78,89,安中榛名,金沢,327,5620
78,90,安中榛名,米沢,375.8,6260
78,91,安中榛名,高畠,385.6,6480
78,92,安中榛名,赤湯,391.8,6480
78,93,安中榛名,かみのやま温泉,410.7,6800
78,94,安中榛名,山形,422.8,7020
78,95,安中榛名,天童,436.1,7020
78,96,安中榛名,さくらんぼ東根,443.8,7340
78,97,安中榛名,村山,449.2,7340
78,98,安中榛名,大石田,462.6,7560
78,99,安中榛名,新庄,484.3,7880
78,100,安中榛名,雫石,614.2,9610
78,101,安中榛名,田沢湖,638.3,9610
78,102,安中榛名,角館,657,9830
78,103,安中榛名,大曲,673.8,9830
78,104,安中榛名,秋田,725.5,10480
79,1,軽井沢,東京,146.8,2590
79,2,軽井沢,品川,153.6,2590
79,3,軽井沢,新横浜,175.6,3020
79,4,軽井沢,小田原,230.7,4000
79,5,軽井沢,熱海,251.4,4430
79,6,軽井沢,三島,267.5,4750
79,7,軽井沢,新富士,293,5080
79,8,軽井沢,静岡,327,5620
79,9,軽井沢,掛川,376.1,6260
79,10,軽井沢,浜松,403.9,6800
79,11,軽井沢,豊橋,440.4,7340
79,12,軽井沢,三河安城,483.1,7880
79,13,軽井沢,名古屋,512.8,8210
79,14,軽井沢,岐阜羽島,543.1,8750
79,15,軽井沢,米原,592.7,9290
79,16,軽井沢,京都,660.4,9830
79,17,軽井沢,新大阪,699.4,10150
79,18,軽井沢,新神戸,736.3,10480
79,19,軽井沢,西明石,759.1,10480
79,20,軽井沢,姫路,791.1,10800
79,21,軽井沢,相生,811.8,11120
79,22,軽井沢,岡山,879.7,11340
79,23,軽井沢,新倉敷,904.9,11660
79,24,軽井沢,福山,938,11990
79,25,軽井沢,新尾道,958.1,11990
79,26,軽井沢,三原,969.6,12310
79,27,軽井沢,東広島,1009.2,12640
79,28,軽井沢,広島,1041,12960
79,29,軽井沢,新岩国,1082.4,13180
79,30,軽井沢,徳山,1129.5,13500
79,31,軽井沢,新山口,1173.8,13820
79,32,軽井沢,厚狭,1208.9,14150
79,33,軽井沢,新下関,1235.5,14150
79,34,軽井沢,小倉,1254.5,14470
79,35,軽井沢,博多,1321.7,15010
79,36,軽井沢,新鳥栖,1350.3,15010
79,37,軽井沢,久留米,1357.4,15010
79,38,軽井沢,筑後船小屋,1373.2,15340
79,39,軽井沢,新大牟田,1391,15340
79,40,軽井沢,新玉名,1412.1,15660
79,41,軽井沢,熊本,1440.1,15980
79,42,軽井沢,新八代,1473,15980
79,43,軽井沢,新水俣,1515.8,16310
79,44,軽井沢,出水,1531.8,16520
79,45,軽井沢,川内,1564.5,16850
79,46,軽井沢,鹿児島中央,1610.6,17170
79,47,軽井沢,上野,143.2,2590
79,48,軽井沢,大宮,116.5,1940
79,49,軽井沢,小山,166.8,3020
79,50,軽井沢,宇都宮,195.7,3350
79,51,軽井沢,那須塩原,244,4430
79,52,軽井沢,新白河,271.6,4750
79,53,軽井沢,郡山,312.9,5400
79,54,軽井沢,福島,359,5940
79,55,軽井沢,白石蔵王,393,6480
79,56,軽井沢,仙台,438,7020
79,57,軽井沢,古川,481.2,7880
79,58,軽井沢,くりこま高原,502.4,8210
79,59,軽井沢,一ノ関,531.3,8420
79,60,軽井沢,水沢江刺,556.3,8750
79,61,軽井沢,北上,573.7,8960
79,62,軽井沢,新花巻,586.2,9290
79,63,軽井沢,盛岡,621.5,9610
79,64,軽井沢,いわて沼宮内,652.6,9830
79,65,軽井沢,二戸,687.2,10150
79,66,軽井沢,八戸,718.1,10150
79,67,軽井沢,七戸十和田,754.2,10480
79,68,軽井沢,新青森,799.9,10800
79,69,軽井沢,熊谷,82.1,1490
79,70,軽井沢,本庄早稲田,60.8,1140
79,71,軽井沢,高崎,41.8,760
79,72,軽井沢,上毛高原,88.4,1490
79,73,軽井沢,越後湯沢,136,2270
79,74,軽井沢,浦佐,165.7,3020
79,75,軽井沢,長岡,207.4,3670
79,76,軽井沢,燕三条,230.6,4000
79,77,軽井沢,新潟,270.7,4750
79,78,軽井沢,安中榛名,23.3,410
79,79,軽井沢,軽井沢,0,#N/A
79,80,軽井沢,佐久平,17.6,320
79,81,軽井沢,上田,42.4,760
79,82,軽井沢,長野,75.6,1320
79,83,軽井沢,飯山,105.5,1940
79,84,軽井沢,上越妙高,135.1,2270
79,85,軽井沢,糸魚川,172.1,3020
79,86,軽井沢,黒部宇奈月温泉,211.3,3670
79,87,軽井沢,富山,245.1,4430
79,88,軽井沢,新高岡,264,4750
79,89,軽井沢,金沢,303.7,5400
79,90,軽井沢,米沢,399.1,6480
79,91,軽井沢,高畠,408.9,6800
79,92,軽井沢,赤湯,415.1,6800
79,93,軽井沢,かみのやま温泉,434,7020
79,94,軽井沢,山形,446.1,7340
79,95,軽井沢,天童,459.4,7340
79,96,軽井沢,さくらんぼ東根,467.1,7560
79,97,軽井沢,村山,472.5,7560
79,98,軽井沢,大石田,485.9,7880
79,99,軽井沢,新庄,507.6,8210
79,100,軽井沢,雫石,637.5,9610
79,101,軽井沢,田沢湖,661.6,9830
79,102,軽井沢,角館,680.3,10150
79,103,軽井沢,大曲,697.1,10150
79,104,軽井沢,秋田,748.8,10480
80,1,佐久平,東京,164.4,3020
80,2,佐久平,品川,171.2,3020
80,3,佐久平,新横浜,193.2,3350
80,4,佐久平,小田原,248.3,4430
80,5,佐久平,熱海,269,4750
80,6,佐久平,三島,285.1,5080
80,7,佐久平,新富士,310.6,5400
80,8,佐久平,静岡,344.6,5940
80,9,佐久平,掛川,393.7,6480
80,10,佐久平,浜松,421.5,7020
80,11,佐久平,豊橋,458,7340
80,12,佐久平,三河安城,500.7,8210
80,13,佐久平,名古屋,530.4,8420
80,14,佐久平,岐阜羽島,560.7,8960
80,15,佐久平,米原,610.3,9610
80,16,佐久平,京都,678,9830
80,17,佐久平,新大阪,717,10150
80,18,佐久平,新神戸,753.9,10480
80,19,佐久平,西明石,776.7,10800
80,20,佐久平,姫路,808.7,11120
80,21,佐久平,相生,829.4,11120
80,22,佐久平,岡山,897.3,11660
80,23,佐久平,新倉敷,922.5,11990
80,24,佐久平,福山,955.6,11990
80,25,佐久平,新尾道,975.7,12310
80,26,佐久平,三原,987.2,12310
80,27,佐久平,東広島,1026.8,12640
80,28,佐久平,広島,1058.6,12960
80,29,佐久平,新岩国,1100,13180
80,30,佐久平,徳山,1147.1,13500
80,31,佐久平,新山口,1191.4,13820
80,32,佐久平,厚狭,1226.5,14150
80,33,佐久平,新下関,1253.1,14470
80,34,佐久平,小倉,1272.1,14470
80,35,佐久平,博多,1339.3,15010
80,36,佐久平,新鳥栖,1367.9,15340
80,37,佐久平,久留米,1375,15340
80,38,佐久平,筑後船小屋,1390.8,15340
80,39,佐久平,新大牟田,1408.6,15660
80,40,佐久平,新玉名,1429.7,15660
80,41,佐久平,熊本,1457.7,15980
80,42,佐久平,新八代,1490.6,16310
80,43,佐久平,新水俣,1533.4,16520
80,44,佐久平,出水,1549.4,16520
80,45,佐久平,川内,1582.1,16850
80,46,佐久平,鹿児島中央,1628.2,17170
80,47,佐久平,上野,160.8,3020
80,48,佐久平,大宮,134.1,2270
80,49,佐久平,小山,184.4,3350
80,50,佐久平,宇都宮,213.3,3670
80,51,佐久平,那須塩原,261.6,4750
80,52,佐久平,新白河,289.2,5080
80,53,佐久平,郡山,330.5,5620
80,54,佐久平,福島,376.6,6260
80,55,佐久平,白石蔵王,410.6,6800
80,56,佐久平,仙台,455.6,7340
80,57,佐久平,古川,498.8,7880
80,58,佐久平,くりこま高原,520,8210
80,59,佐久平,一ノ関,548.9,8750
80,60,佐久平,水沢江刺,573.9,8960
80,61,佐久平,北上,591.3,9290
80,62,佐久平,新花巻,603.8,9610
80,63,佐久平,盛岡,639.1,9610
80,64,佐久平,いわて沼宮内,670.2,9830
80,65,佐久平,二戸,704.8,10150
80,66,佐久平,八戸,735.7,10480
80,67,佐久平,七戸十和田,771.8,10800
80,68,佐久平,新青森,817.5,11120
80,69,佐久平,熊谷,99.7,1660
80,70,佐久平,本庄早稲田,78.4,1320
80,71,佐久平,高崎,59.4,970
80,72,佐久平,上毛高原,106,1940
80,73,佐久平,越後湯沢,153.6,2590
80,74,佐久平,浦佐,183.3,3350
80,75,佐久平,長岡,225,4000
80,76,佐久平,燕三条,248.2,4430
80,77,佐久平,新潟,288.3,5080
80,78,佐久平,安中榛名,40.9,760
80,79,佐久平,軽井沢,17.6,320
80,80,佐久平,佐久平,0,#N/A
80,81,佐久平,上田,24.8,410
80,82,佐久平,長野,58,970
80,83,佐久平,飯山,87.9,1490
80,84,佐久平,上越妙高,117.5,1940
80,85,佐久平,糸魚川,154.5,2590
80,86,佐久平,黒部宇奈月温泉,193.7,3350
80,87,佐久平,富山,227.5,4000
80,88,佐久平,新高岡,246.4,4430
80,89,佐久平,金沢,286.1,5080
80,90,佐久平,米沢,416.7,6800
80,91,佐久平,高畠,426.5,7020
80,92,佐久平,赤湯,432.7,7020
80,93,佐久平,かみのやま温泉,451.6,7340
80,94,佐久平,山形,463.7,7560
80,95,佐久平,天童,477,7560
80,96,佐久平,さくらんぼ東根,484.7,7880
80,97,佐久平,村山,490.1,7880
80,98,佐久平,大石田,503.5,8210
80,99,佐久平,新庄,525.2,8420
80,100,佐久平,雫石,655.1,9830
80,101,佐久平,田沢湖,679.2,9830
80,102,佐久平,角館,697.9,10150
80,103,佐久平,大曲,714.7,10150
80,104,佐久平,秋田,766.4,10800
81,1,上田,東京,189.2,3350
81,2,上田,品川,196,3350
81,3,上田,新横浜,218,3670
81,4,上田,小田原,273.1,4750
81,5,上田,熱海,293.8,5080
81,6,上田,三島,309.9,5400
81,7,上田,新富士,335.4,5620
81,8,上田,静岡,369.4,6260
81,9,上田,掛川,418.5,6800
81,10,上田,浜松,446.3,7340
81,11,上田,豊橋,482.8,7880
81,12,上田,三河安城,525.5,8420
81,13,上田,名古屋,555.2,8750
81,14,上田,岐阜羽島,585.5,9290
81,15,上田,米原,635.1,9610
81,16,上田,京都,702.8,10150
81,17,上田,新大阪,741.8,10480
81,18,上田,新神戸,778.7,10800
81,19,上田,西明石,801.5,11120
81,20,上田,姫路,833.5,11120
81,21,上田,相生,854.2,11340
81,22,上田,岡山,922.1,11990
81,23,上田,新倉敷,947.3,11990
81,24,上田,福山,980.4,12310
81,25,上田,新尾道,1000.5,12640
81,26,上田,三原,1012,12640
81,27,上田,東広島,1051.6,12960
81,28,上田,広島,1083.4,13180
81,29,上田,新岩国,1124.8,13500
81,30,上田,徳山,1171.9,13820
81,31,上田,新山口,1216.2,14150
81,32,上田,厚狭,1251.3,14470
81,33,上田,新下関,1277.9,14470
81,34,上田,小倉,1296.9,14800
81,35,上田,博多,1364.1,15340
81,36,上田,新鳥栖,1392.7,15340
81,37,上田,久留米,1399.8,15340
81,38,上田,筑後船小屋,1415.6,15660
81,39,上田,新大牟田,1433.4,15660
81,40,上田,新玉名,1454.5,15980
81,41,上田,熊本,1482.5,16310
81,42,上田,新八代,1515.4,16310
81,43,上田,新水俣,1558.2,16520
81,44,上田,出水,1574.2,16850
81,45,上田,川内,1606.9,17170
81,46,上田,鹿児島中央,1653,17500
81,47,上田,上野,185.6,3350
81,48,上田,大宮,158.9,2590
81,49,上田,小山,209.2,3670
81,50,上田,宇都宮,238.1,4000
81,51,上田,那須塩原,286.4,5080
81,52,上田,新白河,314,5400
81,53,上田,郡山,355.3,5940
81,54,上田,福島,401.4,6800
